35361     ,  5872400728949.5,       6535,   83886075, fffff, 50081, fff00, 50000, 17c07, 03a91, 0549a, 176ec, 1423a, 1754a, 00007, 1ffff, 00001, 00001, 1ff44, 01110, 00001, 00001, 00001, 000ce, 00001, 00001, 15e62, 09901, 00001, 0871f, 1f000, 08bc4, 06001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
42456     ,  5889040998223.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42457     ,  5889041056223.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42458     ,  5889041114223.5,       6455,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42459     ,  5889041174183.5,       6505,       6495, 48858, 46058, 46001, 48000, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42460     ,  5889041518684.5,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42461     ,  5889055791118.5,   83886075,   83886075, fffff, 58142, fffff, fffff, 02000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42462     ,  5889055869158.5,   83886075,   83886075, fffff, 58957, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42463     ,  5889055927162.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42464     ,  5889055985158.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42473     ,  5889087157015.0,       6480,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0f367, 00b93, 08000, 00a0e, 1a000, 1fff5, 0a001, 1e3c7, 008a0, 0017e, 1e3c7, 1e3c7, 00100, 00141, 1f7c1, 0650e, 18a01, 00001, 00001, 04e8c, 1d200, 1ff0c, 009a8, 0077d, 00001, 00812, 0f367, 1fb70, 00032, 0035b, fffff
42474     ,  5889087837075.0,       6520,   83886075, fffff, 4d0d4, fff00, 4d000, 10000, 00bfa, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42475     ,  5889088097077.0,       6520,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00bfa, 00bfa, 03d56, 01c7e, 0740b, 0000b, 00001, 0038f, 16b15, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42476     ,  5889088357077.5,       6520,   83886075, fffff, 50081, fff00, 50000, 17c07, 03c3b, 0f8c9, 17954, 03f1f, 1762f, 00008, 1ffff, 00001, 00001, 1fea8, 010e7, 00200, 00001, 00001, 000d0, 00001, 00001, 05c70, 09902, 00001, 0871f, 1a000, 08bc7, 14001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
42477     ,  5889089057073.5,   83886075,   83886075, fffff, 45067, fffff, fffff, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007af, 00ff4, 010a3, 0175b, 02a1e, 01fff, 00288, 0000d, 000e5, 0001a, 003a4, 0124f, 006c2, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42478     ,  5889089515179.5,       6500,       6490, 4c84d, 4204d, 42000, 4c001, 001a6, 001a5, 1b3ab, 01df2, 00227, 00002, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42479     ,  5889089719669.5,       6530,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42480     ,  5889089899671.0,       6505,       6525, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42481     ,  5889102665911.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42482     ,  5889102723952.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42483     ,  5889102781951.0,       6450,   83886075, fffff, 430fe, fff00, 43001, 00281, 1f333, 00001, 1fcc0, 1fffc, 001e2, 00139, 1ffbe, 00001, 00001, 00001, 00040, 17007, 03c3b, 00001, 00001, 00008, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff
42484     ,  5889103461909.5,       6495,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42485     ,  5889103521908.5,       6495,   83886075, fffff, 5184d, fffff, 51001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42486     ,  5889103701911.0,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42487     ,  5889118290842.0,   83886075,   83886075, fffff, 58043, fffff, fffff, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42488     ,  5889118368887.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42489     ,  5889118426881.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42490     ,  5889118484881.5,       6525,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0f711, 00b93, 18001, 00a0e, 06001, 1fff5, 10000, 1e3cd, 00899, 0017e, 1e3cd, 1e3cd, 00100, 00141, 1f7c1, 0650e, 18800, 00001, 00001, 04e8c, 1d400, 1ff0c, 009a8, 0077d, 00001, 00812, 0f711, 1fb7a, 000bc, 00354, fffff
42491     ,  5889119164936.0,       6470,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007af, 00ff4, 00fad, 016b7, 02996, 01fff, 00260, 0000d, 00098, 1ffeb, 00394, 01202, 0069d, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42492     ,  5889133915777.5,   83886075,   83886075, fffff, 588be, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42493     ,  5889133973812.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42494     ,  5889134031811.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42495     ,  5889134089852.5,       6460,   83886075, fffff, 4c88e, fffff, 4c001, 00ef9, 02377, 025a3, 025ff, 0069b, 0071e, 0f93e, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42496     ,  5889149540704.0,   83886075,   83886075, fffff, 588c3, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42497     ,  5889149598744.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42498     ,  5889149656743.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42499     ,  5889149714743.5,       6480,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0faba, 00b95, 08000, 00a0d, 10000, 1fff5, 14001, 1e3d3, 0088e, 0017e, 1e3d3, 1e3d3, 00100, 00141, 1f7c1, 0650e, 18601, 00001, 00001, 04e8c, 1d800, 1ff0c, 009a8, 0077d, 00001, 00812, 0faba, 1fb86, 0007c, 0034a, fffff
42500     ,  5889150394802.0,       6520,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00bfa, 00bfa, 03d56, 01c7e, 07408, 0000b, 00001, 0038f, 16b20, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42501     ,  5889150654801.0,       6520,   83886075, fffff, 50081, fff00, 50000, 17c07, 03c3d, 05ded, 17a15, 094f3, 17608, 00008, 1ffff, 00001, 1fe01, 1fed5, 010ed, 00200, 00001, 00001, 000d0, 00001, 00001, 05d82, 09902, 00001, 0871f, 1a000, 08bc7, 14001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
42502     ,  5889151354797.0,       6525,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42503     ,  5889151534799.0,       6505,       6525, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42504     ,  5889165165630.0,   83886075,   83886075, fffff, 580ba, fffff, fffff, 00200, 0f367, 00b93, 08101, 00a0e, 19fc0, 1fff5, 09fbf, 1e3c1, 008a0, 00178, 1e3c1, 1e3c1, 00100, 00141, 00841, 0650e, 18c01, 00001, 00001, 04e8c, 1d200, 15201, 02600, 0077d, 00001, 00001, 00001, 00100, fffff, fffff, fffff
42505     ,  5889165803673.5,   83886075,   83886075, fffff, 58103, fffff, fffff, 03800, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42506     ,  5889165881671.5,   83886075,   83886075, fffff, 58913, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42507     ,  5889165939672.0,   83886075,   83886075, fffff, 58983, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42508     ,  5889165997671.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42509     ,  5889166055671.0,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42510     ,  5889166113671.0,       6455,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42511     ,  5889166173631.0,       6505,       6495, 48858, 46058, 46001, 48000, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42512     ,  5889166518132.5,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42513     ,  5889180790566.0,   83886075,   83886075, fffff, 58142, fffff, fffff, 03800, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42514     ,  5889180868606.0,   83886075,   83886075, fffff, 58957, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42515     ,  5889180926606.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42516     ,  5889180984606.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42517     ,  5889181042600.0,       6530,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0fe65, 00b95, 18001, 00a0b, 1e001, 1fff5, 18001, 1e3d9, 00887, 0017e, 1e3d9, 1e3d9, 00100, 00141, 1f7c1, 0650e, 18200, 00001, 00001, 04e8c, 1dc01, 1ff0c, 009a8, 0077d, 00001, 00812, 0fe65, 1fb98, 1ffb8, 00343, fffff
42518     ,  5889181722667.5,       6470,   83886075, fffff, 4e8a2, fffff, 4e000, 01886, 0000b, 00001, 00001, 021dc, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 0a349, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42519     ,  5889182122664.5,       6470,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007af, 00ff4, 01050, 01708, 02996, 01fff, 00271, 0000d, 00098, 1ffd7, 00394, 01201, 00697, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42520     ,  5889196415496.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42521     ,  5889196473536.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42522     ,  5889196531576.0,       6460,   83886075, fffff, 4c88e, fffff, 4c001, 00ef9, 02377, 025a3, 025ff, 00691, 0071e, 0f93e, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42523     ,  5889212040432.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42524     ,  5889212098472.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42525     ,  5889212156472.5,       6480,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 1020d, 00b96, 0a001, 00a0b, 0a001, 1fff5, 1c000, 1e3df, 0087e, 0017d, 1e3df, 1e3df, 000c1, 00100, 1f7c1, 0650e, 18001, 00001, 00001, 04e8c, 1e001, 1ff0c, 009a8, 0077d, 00001, 00812, 1020d, 1fb4f, 1fff0, 00332, fffff
42526     ,  5889212836526.5,       6520,   83886075, fffff, 4d0d4, fff00, 4d000, 10000, 00bfa, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42527     ,  5889213096524.5,       6525,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00bfa, 00bfa, 03d55, 01c7e, 07408, 0000b, 00001, 0038f, 16b2a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42528     ,  5889213356524.0,       6525,   83886075, fffff, 50081, fff00, 50000, 17c07, 03c3e, 0d641, 1797f, 0c260, 1766d, 00008, 1ffff, 00001, 00001, 1fe62, 010de, 00200, 00001, 00001, 000d0, 00001, 00001, 05ee2, 09902, 00001, 0871f, 1a000, 08bc7, 14001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
42529     ,  5889214056522.5,   83886075,   83886075, fffff, 45067, fffff, fffff, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007af, 00ff4, 01050, 01708, 02996, 01fff, 00271, 0000d, 00098, 1ffd7, 00394, 01201, 00697, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42530     ,  5889214514627.0,       6500,       6490, 4c84d, 4204d, 42000, 4c001, 001a0, 001a0, 1b3da, 01df2, 00224, 00002, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42531     ,  5889214719118.5,       6530,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
42532     ,  5889214899119.0,       6505,       6530, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
