35361     ,  5872400728949.5,       6535,   83886075, fffff, 50081, fff00, 50000, 17c07, 03a91, 0549a, 176ec, 1423a, 1754a, 00007, 1ffff, 00001, 00001, 1ff44, 01110, 00001, 00001, 00001, 000ce, 00001, 00001, 15e62, 09901, 00001, 0871f, 1f000, 08bc4, 06001, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
40616     ,  5884727743301.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40617     ,  5884727801301.0,       6485,   83886075, fffff, 430fe, fff00, 43001, 00281, 1f226, 00001, 1f3fc, 0002c, 0072d, 00160, 00057, 00001, 00001, 00001, 00049, 17007, 03bca, 00001, 00001, 00008, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff
40618     ,  5884728481361.0,       6525,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40619     ,  5884728541359.0,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40620     ,  5884743310191.0,   83886075,   83886075, fffff, 58043, fffff, fffff, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40621     ,  5884743388233.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40622     ,  5884743446292.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40623     ,  5884743504332.0,       6460,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0e066, 00b5c, 12001, 00a4c, 06001, 00001, 0e000, 1e169, 1f137, 00111, 1e169, 1e169, 1fe80, 1fe80, 1f8c1, 06510, 10e01, 00001, 00001, 04e8a, 1de00, 1ff0c, 00985, 00781, 00001, 00811, 0e066, 029ac, 1fe7c, 1fc33, fffff
40624     ,  5884744184292.5,       6500,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b1, 00ff7, 01050, 01708, 02996, 01fff, 00269, 0000d, 1feb3, 002ca, 1fb45, 01066, 005a1, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40625     ,  5884744624292.0,       6500,   83886075, fffff, 51882, fffff, 51001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40626     ,  5884744704286.5,       6505,   83886075, fffff, 518c3, fffff, 51001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40627     ,  5884744784287.0,       6505,   83886075, fffff, 440c3, fff00, 44000, 10000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40628     ,  5884758935124.0,   83886075,   83886075, fffff, 588be, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40629     ,  5884758993163.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40630     ,  5884759051162.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40631     ,  5884759109203.5,       6495,   83886075, fffff, 4c88e, fffff, 4c001, 00f02, 02377, 025a5, 025ff, 00594, 0071e, 0f93b, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40632     ,  5884759309224.5,   83886075,   83886075, fffff, 570bc, fffff, fffff, 02be5, 0f661, 10a12, 00001, 00865, 1d111, 02b3d, 00c13, 184b7, 00001, 00001, 00001, 00001, 00001, 000c8, 00001, 00001, 00001, 02000, 00002, 00001, 00001, 00001, 00001, 00001, 00001, 04000, 00001, 00080, 00080, fffff, fffff
40633     ,  5884774560054.0,   83886075,   83886075, fffff, 588c3, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40634     ,  5884774618093.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40635     ,  5884774676094.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40636     ,  5884774734094.0,       6510,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0e548, 00b5a, 14001, 00a4f, 06001, 00001, 00001, 1e160, 1f1a1, 0010a, 1e160, 1e160, 1fec1, 1fe80, 1f8c1, 06510, 10c00, 00001, 00001, 04e8a, 1e200, 1ff0c, 00985, 00781, 00001, 00811, 0e548, 029cf, 1fe91, 1fc77, fffff
40637     ,  5884775414153.5,       6455,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00c02, 00c02, 03d59, 01c81, 07408, 00008, 00001, 0038f, 1665a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40638     ,  5884775674151.5,       6455,   83886075, fffff, 50081, fff00, 50000, 17c07, 03bcc, 1becc, 07d8c, 0c694, 177e8, 00008, 1ffff, 00001, 00c01, 1fbab, 010d2, 00601, 00001, 00001, 000d0, 00001, 00001, 01b23, 09902, 00001, 0871f, 13000, 08bc7, 10000, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
40639     ,  5884776374147.0,       6460,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40640     ,  5884776554149.5,       6505,       6460, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40649     ,  5884791537487.5,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40650     ,  5884805809916.5,   83886075,   83886075, fffff, 58142, fffff, fffff, 09001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40651     ,  5884805887956.0,   83886075,   83886075, fffff, 58957, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40652     ,  5884805945956.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40653     ,  5884806003951.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40654     ,  5884806061956.0,       6460,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0e8f1, 00b59, 1e001, 00a4f, 1e001, 1ffff, 18001, 1e15a, 1f1f1, 00105, 1e15a, 1e15a, 1fec1, 1fe80, 1f8c1, 06510, 10801, 00001, 00001, 04e8a, 1e601, 1ff0c, 00985, 00781, 00001, 00811, 0e8f1, 029d7, 1fe73, 1fca9, fffff
40655     ,  5884806741916.0,       6500,   83886075, fffff, 4e8a2, fffff, 4e000, 01897, 0000b, 00001, 00001, 021d5, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 0f448, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40656     ,  5884807141913.5,       6505,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b1, 00ff7, 010a3, 0175b, 02a1e, 01fff, 00299, 0000d, 1fe75, 002f0, 1fb9e, 01011, 00575, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40657     ,  5884821434847.0,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40658     ,  5884821492886.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40659     ,  5884821550886.0,       6435,   83886075, fffff, 4c88e, fffff, 4c001, 00f02, 02377, 025a5, 025ff, 0056e, 0071e, 0f93b, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40660     ,  5884821750848.5,       6475,   83886075, fffff, 46878, fffff, 46001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff
40661     ,  5884822370848.5,       6480,   83886075, fffff, 468bb, fffff, 46001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff
40662     ,  5884837059777.5,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40663     ,  5884837117818.5,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40664     ,  5884837175817.5,       6510,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0ec9a, 00b59, 0c001, 00a51, 16000, 1ffff, 0a001, 1e156, 1f243, 00100, 1e156, 1e156, 1fec1, 1fe80, 1f900, 06510, 10600, 00001, 00001, 04e8a, 1ea01, 1ff0c, 00985, 00781, 00001, 00811, 0ec9a, 029d4, 1fe31, 1fcdb, fffff
40665     ,  5884837855877.0,       6455,   83886075, fffff, 4d0d4, fff00, 4d000, 10000, 00c02, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40666     ,  5884838115874.5,       6455,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00c02, 00c02, 03d59, 01c81, 07408, 00008, 00001, 0038f, 1665a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40667     ,  5884838375874.0,       6460,   83886075, fffff, 50081, fff00, 50000, 17c07, 03bcf, 1e08f, 07d86, 0157b, 177d8, 00008, 1ffff, 00001, 00c01, 1fbd0, 010d1, 00001, 00001, 00001, 000d0, 00001, 00001, 01c0c, 09902, 00001, 0871f, 13000, 08bc7, 10000, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
40668     ,  5884839075869.5,   83886075,   83886075, fffff, 45067, fffff, fffff, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b1, 00ff7, 010a3, 0175b, 02a1e, 01fff, 00299, 0000d, 1fe75, 002f0, 1fb9e, 01011, 00575, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40669     ,  5884839533977.0,       6500,       6525, 4c84d, 4204d, 42000, 4c001, 102a2, 00118, 1aefe, 01e04, 00227, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40670     ,  5884839738468.5,       6465,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40671     ,  5884839918469.0,       6505,       6465, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40672     ,  5884852684708.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40673     ,  5884852742747.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40674     ,  5884852800748.5,       6490,   83886075, fffff, 430fe, fff00, 43001, 0027e, 00cf2, 00001, 1f464, 0002c, 1fdf1, 00160, 00034, 00001, 00001, 00001, 00049, 17c07, 03bcc, 00001, 00001, 00008, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff
40675     ,  5884853480807.0,       6530,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40676     ,  5884853540806.0,       6530,   83886075, fffff, 5184d, fffff, 51001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40677     ,  5884853720808.5,   83886075,   83886075, 468c5, 47044, fffff, 46001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40678     ,  5884868309639.0,   83886075,   83886075, fffff, 58043, fffff, fffff, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40679     ,  5884868387675.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40680     ,  5884868445679.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40681     ,  5884868503679.5,       6465,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0f045, 00b56, 18001, 00a52, 0c001, 1fffc, 00001, 1e153, 1f292, 000fb, 1e153, 1e153, 1ff00, 1fec1, 1f900, 06510, 10401, 00001, 00001, 04e8a, 1ec01, 1ff0c, 00985, 00781, 00001, 00811, 0f045, 029ca, 1fead, 1fd0e, fffff
40682     ,  5884869183637.5,       6505,   83886075, fffff, 4f8a6, fffff, 4f001, 00ffe, 01fff, 00ffe, 01fff, 016e7, 007b1, 00ff7, 01050, 01708, 02996, 01fff, 00288, 0000d, 1fe3d, 0030b, 1fbea, 00fc8, 00552, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40683     ,  5884883934565.0,   83886075,   83886075, fffff, 588be, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40684     ,  5884883992609.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40685     ,  5884884050608.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40686     ,  5884884108649.5,       6500,   83886075, fffff, 4c88e, fffff, 4c001, 00f02, 02377, 025a5, 02600, 0054c, 0071e, 0f93b, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40687     ,  5884899559501.0,   83886075,   83886075, fffff, 588c3, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40688     ,  5884899617541.0,   83886075,   83886075, fffff, 578bd, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40689     ,  5884899675541.0,   83886075,   83886075, fffff, 5795d, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40690     ,  5884899733536.0,       6515,   83886075, fffff, 4d8bf, fffff, 4d000, 00200, 0f3ef, 00b56, 04000, 00a54, 02000, 1fffc, 12001, 1e14e, 1f2e3, 000f7, 1e14e, 1e14e, 1ff00, 1fec1, 1f900, 06510, 10000, 00001, 00001, 04e8a, 1f000, 1ff0c, 00985, 00781, 00001, 00811, 0f3ef, 029bd, 1fed9, 1fd43, fffff
40691     ,  5884900413596.0,       6455,   83886075, fffff, 4c8d4, fffff, 4c001, 1ffff, 00c02, 00c02, 03d59, 01c81, 0740b, 00008, 00001, 0038f, 1665c, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40692     ,  5884900673598.5,       6460,   83886075, fffff, 50081, fff00, 50000, 17c07, 03bd1, 0e9cf, 07d80, 11d4e, 177c0, 00008, 1ffff, 00001, 00c01, 1fc05, 010d1, 00001, 00001, 00001, 000d0, 00001, 00001, 01d1f, 09902, 00001, 0871f, 13000, 08bc7, 10000, 08a06, 00002, 00002, 00001, 00001, 0000e, 00227
40693     ,  5884901373597.5,       6465,   83886075, fffff, 4a84d, fffff, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40694     ,  5884901553596.5,       6500,       6460, 4a89f, 4c09e, 4c001, 4a001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, 00001, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40695     ,  5884915184431.5,   83886075,   83886075, fffff, 580ba, fffff, fffff, 00200, 0e8f1, 00b59, 1df40, 00a4f, 1df40, 1ffff, 17efa, 1e159, 1f1f1, 00100, 1e159, 1e159, 1fec1, 1fe80, 00741, 06510, 10401, 00001, 00001, 04e8a, 1e200, 15201, 1f600, 00781, 00001, 00001, 00001, 00100, fffff, fffff, fffff
40696     ,  5884915822469.5,   83886075,   83886075, fffff, 58103, fffff, fffff, 0a800, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40697     ,  5884915900468.5,   83886075,   83886075, fffff, 58913, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40698     ,  5884915958468.5,   83886075,   83886075, fffff, 58983, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40699     ,  5884916016468.5,   83886075,   83886075, fffff, 5791a, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40700     ,  5884916074467.5,   83886075,   83886075, fffff, 57d39, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
40701     ,  5884916132468.5,       6490,   83886075, fffff, 44804, fffff, 44000, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff, fffff
